email_id,subject,sender,body,label,word_count,char_count,url_count,has_suspicious_words
phish_386,Important,security@bank.com,FedEx: Package delivery failed. Track: http://update-2923.ga/login PASSWORD!!! URGENT!!! UPDATE!!! BANK!!!,Phishing,10,106,1,True
phish_251,Action Required,noreply@irs.gov,Your payment failed. Please update payment method: http://tjc.update-8990.ga/login Limited  Click  WINNER!!! SECURITY!!!,Phishing,12,120,1,True
phish_198,Action Required,noreply@irs.gov,Your Netflix subscription expired. Renew: http://tfe.account-6108.top/login ACCOUNT!!! Exclusive  Suspended  Verify  Limited time  Refund  ACT NOW! 24 hours,Phishing,17,156,1,True
phish_51,Important,security@bank.com,FedEx: Package delivery failed. Track: http://gwp.secure-5934.top/login Suspended  Limited  Verify  Security  PRIZE!!! ACT NOW! 24 hours,Phishing,15,136,1,True
safe_43,Monthly Report,noreply@service.com,"Your subscription has been renewed for another month.

Best regards,
John Doe
Director",Safe,13,86,0,False
safe_492,Meeting Invitation,team@work.com,Payment receipt for your recent transaction of $322.,Safe,8,52,0,False
phish_29,Important,admin@amazon.com,Congratulations! You won a prize. Claim now: http://yde.secure-9352.xyz/login PAYMENT!!! EXCLUSIVE!!! VERIFY!!! Password ,Phishing,12,121,1,True
phish_66,Important,help@microsoft.com,URGENT: Your account has been compromised. Click here to verify: http://ygc.account-5534.ml/login LIMITED!!! Prize  REFUND!!!,Phishing,14,125,1,True
safe_173,Meeting Invitation,manager@office.com,Your subscription has been renewed for another month.,Safe,8,53,0,False
safe_236,Meeting Invitation,team@work.com,"Meeting scheduled for tomorrow at 3 PM. Please confirm your attendance.

Best regards,
Sarah Smith
Manager",Safe,16,106,0,False
phish_381,Notice,help@microsoft.com,Security Alert: Your password needs reset. Visit: http://bank-8251.tk/login CONGRATULATIONS!!! Winner  REFUND!!! FREE!!! CONFIRM!!! ACT NOW! immediately,Phishing,16,152,1,True
safe_119,Meeting Invitation,team@work.com,"Project update: We're ahead of schedule!

Reference: meeting-640",Safe,8,64,0,True
phish_170,Security Alert,security@bank.com,Microsoft: Security update required. Download: http://hjr.secure-5870.xyz/login CONFIRM!!! Exclusive  Security  CLICK!!! Bank  FREE!!!,Phishing,12,134,1,True
phish_289,Action Required,service@apple.com,Account suspended. Reactivate now: http://trh.update-4040.tk/login WINNER!!! LIMITED!!! ACT NOW! 48 hours,Phishing,11,105,1,True
safe_86,Welcome,team@work.com,"Thank you for your purchase! Your invoice is attached.

Best regards,
Mike Johnson
Manager

Reference: project-306",Safe,16,114,0,False
safe_72,Newsletter,manager@office.com,"Your subscription has been renewed for another month.

Best regards,
Mike Johnson
Manager",Safe,13,89,0,False
safe_36,Welcome,manager@office.com,"Thank you for your purchase! Your invoice is attached.

Best regards,
Mike Johnson
Coordinator

Reference: status-221",Safe,16,117,0,False
safe_443,Order Confirmation,support@legit.com,"Monthly newsletter: Check out our latest updates and features.

Best regards,
Mike Johnson
Manager",Safe,14,98,0,True
phish_374,Action Required,service@apple.com,FedEx: Package delivery failed. Track: http://fwk.update-3376.ml/login CONGRATULATIONS!!! URGENT!!! UPDATE!!! ACT NOW! 48 hours,Phishing,13,127,1,True
safe_198,Meeting Invitation,manager@office.com,"Your account balance is $4679

Best regards,
Emily Davis
Director",Safe,10,65,0,False
phish_96,Notice,support@paypal.com,PayPal: Your account limited. Resolve: http://omq.account-7537.tk/login Security  CONGRATULATIONS!!! CLICK!!! Limited  CONFIRM!!! Bank ,Phishing,12,135,1,True
safe_272,Project Update,john@company.com,"Welcome to our service! Here's how to get started.

Best regards,
Emily Davis
Director

Reference: invoice-102",Safe,16,110,0,False
safe_471,Order Confirmation,noreply@service.com,"Welcome to our service! Here's how to get started.

Best regards,
Mike Johnson
Coordinator",Safe,14,90,0,False
phish_72,Important,admin@amazon.com,URGENT: Your account has been compromised. Click here to verify: http://account-2910.xyz/login CLICK!!! Refund  Alert  FREE!!! Suspended  SECURITY!!!,Phishing,17,149,1,True
safe_284,Meeting Invitation,support@legit.com,"Your subscription has been renewed for another month.

Best regards,
Sarah Smith
Coordinator

Reference: tracking-753",Safe,15,117,0,False
phish_101,Security Alert,support@paypal.com,Security Alert: Your password needs reset. Visit: http://dcy.bank-9464.ga/login Limited  REFUND!!! UPDATE!!! Payment  Security  Password ,Phishing,14,137,1,True
phish_2,Action Required,security@bank.com,Your payment failed. Please update payment method: http://lho.bank-4003.tk/login VERIFY!!! Prize  ACT NOW! 24 hours,Phishing,14,115,1,True
phish_349,Important,admin@amazon.com,Your payment failed. Please update payment method: http://xvv.account-8711.tk/login Free  WINNER!!! Confirm ,Phishing,11,108,1,True
safe_486,Monthly Report,info@business.com,"Your profile has been updated successfully.

Best regards,
Sarah Smith
Manager

Reference: status-248",Safe,13,101,0,True
safe_484,Team Update,john@company.com,"Thank you for your purchase! Your invoice is attached.

Reference: meeting-616",Safe,11,78,0,False
safe_391,Meeting Invitation,noreply@service.com,"Project update: We're ahead of schedule!

Reference: subscription-619",Safe,8,69,0,True
safe_431,Welcome,team@work.com,"Your order #40823 has been shipped. Tracking number: ANPSQVMHRS

Best regards,
Mike Johnson
Team Lead",Safe,15,101,0,False
phish_233,Action Required,admin@amazon.com,Account suspended. Reactivate now: http://oyy.secure-5297.xyz/login Alert  BANK!!!,Phishing,7,82,1,True
phish_210,Security Alert,support@paypal.com,PayPal: Your account limited. Resolve: http://szj.account-9941.ml/login Refund  SUSPENDED!!! Update  ACT NOW! immediately,Phishing,12,121,1,True
safe_169,Team Update,support@legit.com,"Meeting scheduled for tomorrow at 3 PM. Please confirm your attendance.

Reference: purchase-156",Safe,13,96,0,False
phish_137,Action Required,service@apple.com,Security Alert: Your password needs reset. Visit: http://update-4986.tk/login Limited  URGENT!!! Payment  LIMITED TIME!!! Bank  UPDATE!!! ACT NOW! 24 hours,Phishing,19,155,1,True
phish_41,Action Required,security@bank.com,Microsoft: Security update required. Download: http://bank-4867.tk/login Prize  Account  Click ,Phishing,9,95,1,True
safe_450,Team Update,noreply@service.com,"Weekly status report is ready for review.

Best regards,
Mike Johnson
Coordinator",Safe,12,81,0,False
safe_407,Project Update,support@legit.com,"Meeting scheduled for tomorrow at 3 PM. Please confirm your attendance.

Reference: meeting-483",Safe,13,95,0,False
phish_19,Notice,service@apple.com,Your Apple ID has been locked. Unlock: http://lfk.verify-2956.tk/login LIMITED TIME!!! Confirm  VERIFY!!! UPDATE!!! ACT NOW! 48 hours,Phishing,17,133,1,True
phish_20,Important,admin@amazon.com,Amazon: Order confirmation needed. Verify: http://vjc.secure-3845.top/login Suspended  VERIFY!!! REFUND!!! CONGRATULATIONS!!! PASSWORD!!! ACT NOW! immediately,Phishing,14,158,1,True
safe_79,Welcome,team@work.com,"Your subscription has been renewed for another month.

Reference: subscription-932",Safe,10,82,0,False
safe_166,Monthly Report,info@business.com,Payment receipt for your recent transaction of $346.,Safe,8,52,0,False
safe_463,Welcome,john@company.com,"Weekly status report is ready for review.

Best regards,
Emily Davis
Director

Reference: purchase-633",Safe,14,102,0,False
safe_488,Meeting Invitation,john@company.com,Thank you for your purchase! Your invoice is attached.,Safe,9,54,0,False
phish_478,Important,help@microsoft.com,Congratulations! You won a prize. Claim now: http://okj.account-3250.top/login VERIFY!!! WINNER!!! REFUND!!!,Phishing,11,108,1,True
phish_286,Security Alert,admin@amazon.com,Account suspended. Reactivate now: http://update-5476.top/login Congratulations  Password  Payment  ACT NOW! 24 hours,Phishing,12,117,1,True
safe_410,Team Update,team@work.com,"Your account balance is $7638

Reference: project-899",Safe,7,53,0,False
phish_225,URGENT,noreply@irs.gov,Congratulations! You won a prize. Claim now: http://account-5094.ml/login Free  CONGRATULATIONS!!! ACT NOW! 24 hours,Phishing,14,116,1,False
phish_444,Action Required,security@bank.com,"Dear customer, we noticed unusual activity. Please update your info: http://jft.bank-3093.xyz/login Exclusive  LIMITED TIME!!! UPDATE!!! PRIZE!!!",Phishing,16,145,1,True
phish_99,Security Alert,support@paypal.com,Your payment failed. Please update payment method: http://verify-7570.xyz/login ACCOUNT!!! Update  ACT NOW! 24 hours,Phishing,14,116,1,True
safe_271,Team Update,manager@office.com,Welcome to our service! Here's how to get started.,Safe,9,50,0,False
phish_270,URGENT,help@microsoft.com,PayPal: Your account limited. Resolve: http://ofv.bank-1083.top/login Verify  REFUND!!! Account  Limited  Congratulations  PASSWORD!!!,Phishing,12,134,1,True
phish_306,URGENT,admin@amazon.com,IRS Notice: Tax refund pending. Click: http://itm.bank-9045.ml/login Click  WINNER!!! Free  Bank  Verify  ACT NOW! 24 hours,Phishing,16,123,1,True
safe_163,Order Confirmation,team@work.com,"Hi, Here's the report you requested. Let me know if you need changes.",Safe,13,69,0,False
safe_419,Order Confirmation,john@company.com,Payment receipt for your recent transaction of $187.,Safe,8,52,0,False
phish_467,Notice,noreply@irs.gov,Your Netflix subscription expired. Renew: http://pab.bank-4940.ml/login ACCOUNT!!! Free  Suspended  VERIFY!!! Update  Urgent  ACT NOW! 48 hours,Phishing,16,143,1,True
safe_476,Newsletter,support@legit.com,Monthly newsletter: Check out our latest updates and features.,Safe,9,62,0,True
phish_220,URGENT,security@bank.com,Your Netflix subscription expired. Renew: http://fvf.bank-8646.xyz/login Security  Urgent  Exclusive  Password  CONFIRM!!!,Phishing,11,122,1,True
safe_121,Meeting Invitation,john@company.com,"Welcome to our service! Here's how to get started.

Reference: team-785",Safe,11,71,0,False
safe_389,Monthly Report,manager@office.com,"Thank you for your purchase! Your invoice is attached.

Best regards,
Emily Davis
Team Lead

Reference: balance-409",Safe,17,115,0,False
phish_186,Notice,support@paypal.com,Congratulations! You won a prize. Claim now: http://update-6008.top/login Alert  Click  ACT NOW! 48 hours,Phishing,14,105,1,True
safe_290,Team Update,team@work.com,"Your subscription has been renewed for another month.

Best regards,
Mike Johnson
Manager",Safe,13,89,0,False
phish_429,Security Alert,admin@amazon.com,Congratulations! You won a prize. Claim now: http://xrr.bank-9202.xyz/login ACCOUNT!!! Bank  LIMITED TIME!!! Free  Urgent  ACT NOW! 24 hours,Phishing,18,140,1,True
safe_238,Monthly Report,manager@office.com,"Welcome to our service! Here's how to get started.

Best regards,
Emily Davis
Team Lead",Safe,15,87,0,False
safe_433,Order Confirmation,support@legit.com,"Thank you for your purchase! Your invoice is attached.

Reference: comment-927",Safe,11,78,0,False
phish_419,Notice,security@bank.com,IRS Notice: Tax refund pending. Click: http://vjt.update-1675.tk/login Account  Payment  Click  UPDATE!!! REFUND!!! Limited time ,Phishing,14,129,1,True
phish_190,Notice,service@apple.com,Microsoft: Security update required. Download: http://update-2764.ml/login EXCLUSIVE!!! Prize  Payment  ACT NOW! 24 hours,Phishing,13,121,1,True
safe_281,Monthly Report,john@company.com,"Weekly status report is ready for review.

Reference: tracking-639",Safe,9,66,0,False
phish_468,Security Alert,help@microsoft.com,Account suspended. Reactivate now: http://bank-1258.xyz/login CONFIRM!!! Exclusive  URGENT!!! Winner  Free  Refund  ACT NOW! immediately,Phishing,14,136,1,True
safe_5,Invoice,john@company.com,Welcome to our service! Here's how to get started.,Safe,9,50,0,False
phish_409,Notice,service@apple.com,FedEx: Package delivery failed. Track: http://account-4075.xyz/login Update  Payment ,Phishing,8,85,1,True
phish_106,Security Alert,service@apple.com,Your bank account requires verification: http://vpx.bank-1879.xyz/login Click  SECURITY!!! BANK!!! EXCLUSIVE!!! VERIFY!!! ACT NOW! immediately,Phishing,14,142,1,True
phish_40,Notice,admin@amazon.com,Microsoft: Security update required. Download: http://lqj.account-6876.ga/login Winner  CONGRATULATIONS!!! VERIFY!!! Refund  ACT NOW! 24 hours,Phishing,14,142,1,True
phish_159,Notice,help@microsoft.com,Account suspended. Reactivate now: http://bank-2748.ga/login Security  UPDATE!!! LIMITED TIME!!! ALERT!!! ACT NOW! 48 hours,Phishing,14,123,1,True
phish_32,Notice,help@microsoft.com,IRS Notice: Tax refund pending. Click: http://zzr.secure-5033.top/login Congratulations  SUSPENDED!!! UPDATE!!!,Phishing,10,111,1,True
phish_293,Security Alert,admin@amazon.com,Microsoft: Security update required. Download: http://vrj.verify-2678.xyz/login Congratulations  Free  URGENT!!! BANK!!! ACT NOW! 48 hours,Phishing,14,138,1,True
safe_317,Team Update,support@legit.com,Team meeting notes from today's discussion.,Safe,6,43,0,False
safe_125,Invoice,manager@office.com,"Meeting scheduled for tomorrow at 3 PM. Please confirm your attendance.

Reference: report-135",Safe,13,94,0,False
phish_443,Important,admin@amazon.com,Congratulations! You won a prize. Claim now: http://mya.secure-9901.ga/login BANK!!! Password  Refund  Congratulations ,Phishing,12,119,1,False
phish_22,Important,noreply@irs.gov,Your Netflix subscription expired. Renew: http://dks.account-5474.ml/login Click  Congratulations  ACT NOW! 24 hours,Phishing,12,116,1,True
safe_47,Monthly Report,john@company.com,New comment on your document: Please review,Safe,7,43,0,False
phish_404,Important,security@bank.com,Your payment failed. Please update payment method: http://secure-8672.xyz/login REFUND!!! BANK!!! Exclusive  CONGRATULATIONS!!! VERIFY!!!,Phishing,13,137,1,True
phish_164,URGENT,help@microsoft.com,Your bank account requires verification: http://secure-9573.ga/login URGENT!!! UPDATE!!! Click  ACT NOW! immediately,Phishing,12,116,1,True
phish_128,Notice,admin@amazon.com,Account suspended. Reactivate now: http://secure-3392.ml/login Limited time  SECURITY!!! ACT NOW! 48 hours,Phishing,12,106,1,True
safe_368,Invoice,john@company.com,"Payment receipt for your recent transaction of $254.

Reference: comment-357",Safe,10,76,0,False
phish_298,URGENT,support@paypal.com,Your Apple ID has been locked. Unlock: http://ivy.secure-5664.ga/login FREE!!! WINNER!!!,Phishing,10,88,1,False
phish_342,Security Alert,admin@amazon.com,Account suspended. Reactivate now: http://secure-5516.ga/login Bank  Click  PAYMENT!!!,Phishing,8,86,1,True
phish_209,URGENT,help@microsoft.com,"Dear customer, we noticed unusual activity. Please update your info: http://update-3790.ml/login CONGRATULATIONS!!! BANK!!! CONFIRM!!!",Phishing,14,134,1,True
safe_495,Order Confirmation,support@legit.com,"Your profile has been updated successfully.

Reference: purchase-161",Safe,8,68,0,True
phish_435,Important,admin@amazon.com,Amazon: Order confirmation needed. Verify: http://secure-4016.xyz/login CONFIRM!!! Suspended  ACT NOW! immediately,Phishing,11,114,1,True
phish_188,Action Required,noreply@irs.gov,Exclusive offer! Limited time: http://bank-3883.ml/login SECURITY!!! Payment  LIMITED TIME!!! Refund  Bank  ACCOUNT!!! ACT NOW! immediately,Phishing,15,139,1,True
safe_364,Project Update,noreply@service.com,"Your account balance is $8840

Reference: review-499",Safe,7,52,0,False
phish_73,Important,security@bank.com,Your Netflix subscription expired. Renew: http://qed.secure-5647.top/login ACCOUNT!!! Bank ,Phishing,8,91,1,False
phish_294,Important,support@paypal.com,"Dear customer, we noticed unusual activity. Please update your info: http://account-1853.ml/login Verify  Prize  Payment  CLICK!!! LIMITED TIME!!! Password ",Phishing,18,156,1,True
safe_305,Project Update,noreply@service.com,"Thank you for your purchase! Your invoice is attached.

Reference: subscription-771",Safe,11,83,0,False
safe_192,Order Confirmation,john@company.com,Your profile has been updated successfully.,Safe,6,43,0,True
phish_179,Action Required,noreply@irs.gov,Your Netflix subscription expired. Renew: http://qjv.bank-2721.tk/login Refund  SECURITY!!! WINNER!!! Verify  URGENT!!! CONFIRM!!!,Phishing,12,130,1,True
safe_210,Team Update,john@company.com,"Monthly newsletter: Check out our latest updates and features.

Reference: team-792",Safe,11,83,0,True
phish_111,Action Required,help@microsoft.com,Amazon: Order confirmation needed. Verify: http://lcz.verify-3981.xyz/login Winner  SECURITY!!! CONFIRM!!! ACT NOW! 48 hours,Phishing,13,124,1,True
safe_402,Monthly Report,team@work.com,Your order #56524 has been shipped. Tracking number: WFRKUWANOA,Safe,9,63,0,False
safe_258,Invoice,manager@office.com,Your profile has been updated successfully.,Safe,6,43,0,True
phish_60,URGENT,help@microsoft.com,Your Netflix subscription expired. Renew: http://bank-3403.tk/login SUSPENDED!!! PAYMENT!!! CONGRATULATIONS!!! Click ,Phishing,10,117,1,True
phish_449,Action Required,security@bank.com,Your bank account requires verification: http://qdy.bank-8034.xyz/login Congratulations  LIMITED TIME!!! Urgent  UPDATE!!!,Phishing,11,122,1,True
phish_331,Notice,service@apple.com,Congratulations! You won a prize. Claim now: http://pvh.verify-5715.xyz/login Refund  Password  Free  CLICK!!! Limited time ,Phishing,14,124,1,True
safe_143,Meeting Invitation,noreply@service.com,"New comment on your document: Needs revision

Best regards,
John Doe
Coordinator",Safe,12,80,0,False
safe_411,Invoice,john@company.com,"Hi, Here's the report you requested. Let me know if you need changes.",Safe,13,69,0,False
phish_140,URGENT,noreply@irs.gov,Amazon: Order confirmation needed. Verify: http://verify-8147.top/login Exclusive  Click  Limited  Confirm  PASSWORD!!! ACT NOW! 48 hours,Phishing,15,137,1,True
safe_251,Team Update,manager@office.com,Your profile has been updated successfully.,Safe,6,43,0,True
safe_124,Meeting Invitation,noreply@service.com,"New comment on your document: Looks good!

Best regards,
Sarah Smith
Coordinator

Reference: document-684",Safe,14,105,0,False
safe_292,Monthly Report,manager@office.com,"Welcome to our service! Here's how to get started.

Reference: purchase-284",Safe,11,75,0,False
phish_21,Notice,noreply@irs.gov,Congratulations! You won a prize. Claim now: http://ejz.secure-1100.ml/login Free  Limited  BANK!!! ACT NOW! 24 hours,Phishing,15,117,1,False
safe_35,Order Confirmation,team@work.com,Your order #50236 has been shipped. Tracking number: GYUB61CLB6,Safe,9,63,0,False
safe_483,Invoice,info@business.com,"Payment receipt for your recent transaction of $422.

Best regards,
Emily Davis
Coordinator",Safe,13,91,0,False
safe_310,Newsletter,manager@office.com,"Hi, Here's the report you requested. Let me know if you need changes.",Safe,13,69,0,False
phish_432,Action Required,security@bank.com,"Dear customer, we noticed unusual activity. Please update your info: http://jdh.update-5494.tk/login Limited time  Suspended  ACT NOW! 24 hours",Phishing,18,143,1,True
phish_479,Notice,admin@amazon.com,Account suspended. Reactivate now: http://account-2896.xyz/login SUSPENDED!!! Click  ACT NOW! 48 hours,Phishing,11,102,1,True
phish_235,Action Required,admin@amazon.com,Amazon: Order confirmation needed. Verify: http://verify-9367.top/login Alert  Account  ACT NOW! 48 hours,Phishing,12,105,1,True
safe_451,Order Confirmation,team@work.com,"Your profile has been updated successfully.

Best regards,
Sarah Smith
Director",Safe,11,79,0,True
phish_356,Action Required,security@bank.com,"Dear customer, we noticed unusual activity. Please update your info: http://bxh.update-1223.top/login Refund  BANK!!! ACCOUNT!!! Confirm ",Phishing,15,137,1,True
phish_337,Security Alert,admin@amazon.com,"Dear customer, we noticed unusual activity. Please update your info: http://account-7705.top/login CONFIRM!!! PRIZE!!! Free  Password  ACT NOW! immediately",Phishing,18,155,1,True
safe_416,Order Confirmation,john@company.com,"Thank you for your purchase! Your invoice is attached.

Best regards,
John Doe
Team Lead

Reference: review-113",Safe,17,111,0,False
phish_136,Security Alert,admin@amazon.com,Exclusive offer! Limited time: http://eyf.verify-1394.ga/login LIMITED TIME!!! Suspended  CONGRATULATIONS!!! Refund  Winner  Confirm  ACT NOW! 24 hours,Phishing,16,151,1,True
safe_202,Order Confirmation,noreply@service.com,"Hi, Here's the report you requested. Let me know if you need changes.",Safe,13,69,0,False
safe_75,Welcome,info@business.com,"Hi, Here's the report you requested. Let me know if you need changes.",Safe,13,69,0,False
phish_475,Action Required,admin@amazon.com,"Dear customer, we noticed unusual activity. Please update your info: http://account-7582.ml/login Congratulations  LIMITED TIME!!! PRIZE!!! ALERT!!! Confirm  Update ",Phishing,18,165,1,True
safe_286,Project Update,support@legit.com,"Hi, Here's the report you requested. Let me know if you need changes.

Best regards,
John Doe
Director

Reference: profile-645",Safe,20,126,0,False
safe_61,Team Update,manager@office.com,"Hi, Here's the report you requested. Let me know if you need changes.

Best regards,
Emily Davis
Director",Safe,18,105,0,False
safe_209,Welcome,info@business.com,"Welcome to our service! Here's how to get started.

Best regards,
Emily Davis
Director

Reference: order-335",Safe,16,108,0,False
safe_229,Newsletter,noreply@service.com,"New comment on your document: Looks good!

Reference: document-282",Safe,9,66,0,False
safe_110,Invoice,support@legit.com,"Welcome to our service! Here's how to get started.

Best regards,
Mike Johnson
Coordinator

Reference: meeting-669",Safe,16,114,0,False
safe_154,Order Confirmation,noreply@service.com,"Hi, Here's the report you requested. Let me know if you need changes.",Safe,13,69,0,False
safe_449,Project Update,team@work.com,Your account balance is $5017,Safe,5,29,0,False
phish_378,Notice,security@bank.com,FedEx: Package delivery failed. Track: http://secure-3606.ga/login LIMITED TIME!!! Payment  CLICK!!! ACT NOW! immediately,Phishing,13,121,1,True
phish_428,Security Alert,support@paypal.com,"Dear customer, we noticed unusual activity. Please update your info: http://secure-2063.ga/login CONGRATULATIONS!!! PAYMENT!!! Free  Alert  CONFIRM!!! Security ",Phishing,17,160,1,True
phish_90,Security Alert,service@apple.com,Your bank account requires verification: http://secure-1202.ga/login LIMITED!!! Payment  Winner  Congratulations  PASSWORD!!!,Phishing,11,125,1,False
safe_149,Project Update,team@work.com,Your account balance is $2972,Safe,5,29,0,False
phish_440,Notice,help@microsoft.com,Your Apple ID has been locked. Unlock: http://bank-9294.ml/login CONFIRM!!! Urgent  UPDATE!!! CONGRATULATIONS!!! Prize ,Phishing,13,119,1,True
safe_184,Newsletter,noreply@service.com,Your order #63713 has been shipped. Tracking number: NBFI1PSWRT,Safe,9,63,0,False
safe_179,Welcome,support@legit.com,"Hi, Here's the report you requested. Let me know if you need changes.",Safe,13,69,0,False
safe_177,Monthly Report,info@business.com,"Monthly newsletter: Check out our latest updates and features.

Reference: report-301",Safe,11,85,0,True
safe_140,Newsletter,john@company.com,"Project update: We're ahead of schedule!

Best regards,
John Doe
Director

Reference: team-720",Safe,13,94,0,True
phish_14,Action Required,admin@amazon.com,"Dear customer, we noticed unusual activity. Please update your info: http://verify-8540.tk/login Account  Update  LIMITED TIME!!! ACT NOW! immediately",Phishing,18,150,1,True
safe_437,Newsletter,info@business.com,"Project update: We're ahead of schedule!

Best regards,
Sarah Smith
Manager",Safe,11,75,0,True
phish_430,Security Alert,noreply@irs.gov,Your Netflix subscription expired. Renew: http://account-9920.ml/login URGENT!!! Limited time  Update  Free  PASSWORD!!! ACT NOW! 48 hours,Phishing,16,138,1,True
safe_104,Project Update,team@work.com,"Hi, Here's the report you requested. Let me know if you need changes.",Safe,13,69,0,False
safe_363,Invoice,john@company.com,"Your subscription has been renewed for another month.

Best regards,
Mike Johnson
Director

Reference: purchase-453",Safe,15,115,0,False
safe_101,Project Update,team@work.com,"Your password was successfully changed. If this wasn't you, contact support.

Best regards,
Mike Johnson
Director

Reference: review-865",Safe,18,136,0,False
safe_331,Invoice,team@work.com,"Your account balance is $4477

Reference: purchase-559",Safe,7,54,0,False
safe_88,Project Update,support@legit.com,"Meeting scheduled for tomorrow at 3 PM. Please confirm your attendance.

Reference: order-235",Safe,13,93,0,False
safe_190,Welcome,john@company.com,"New comment on your document: Approved

Best regards,
Emily Davis
Coordinator

Reference: balance-610",Safe,13,101,0,False
phish_333,Action Required,noreply@irs.gov,Account suspended. Reactivate now: http://verify-2170.tk/login Confirm  UPDATE!!! ACT NOW! 48 hours,Phishing,11,99,1,True
phish_37,Action Required,service@apple.com,Exclusive offer! Limited time: http://account-9156.tk/login SUSPENDED!!! Refund  ALERT!!!,Phishing,8,89,1,True
safe_313,Welcome,manager@office.com,"Team meeting notes from today's discussion.

Reference: review-752",Safe,8,66,0,False
phish_30,URGENT,security@bank.com,Security Alert: Your password needs reset. Visit: http://dco.secure-9808.ml/login ALERT!!! SECURITY!!! PASSWORD!!! Exclusive  VERIFY!!! FREE!!!,Phishing,14,143,1,True
safe_217,Welcome,john@company.com,"Monthly newsletter: Check out our latest updates and features.

Best regards,
John Doe
Director

Reference: subscription-793",Safe,16,124,0,True
safe_102,Project Update,john@company.com,"Your account balance is $3145

Best regards,
Mike Johnson
Team Lead

Reference: purchase-964",Safe,13,92,0,False
phish_370,Important,service@apple.com,URGENT: Your account has been compromised. Click here to verify: http://account-7973.tk/login Click  PRIZE!!! Urgent  ACT NOW! 48 hours,Phishing,18,135,1,True
phish_116,Important,help@microsoft.com,Congratulations! You won a prize. Claim now: http://bank-7271.tk/login Payment  Limited  ACT NOW! 24 hours,Phishing,14,106,1,False
safe_381,Monthly Report,john@company.com,"Weekly status report is ready for review.

Best regards,
Emily Davis
Manager

Reference: status-290",Safe,14,99,0,False
safe_103,Order Confirmation,support@legit.com,Team meeting notes from today's discussion.,Safe,6,43,0,False
